Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2023 [YR2023]
Algeria,DZA,Control of Corruption: Number of Sources,CC.NO.SRC,7,8
Algeria,DZA,Control of Corruption: Percentile Rank,CC.PER.RNK,27.8301887512207,30.1886787414551
Algeria,DZA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,19.8113212585449,20.7547168731689
Algeria,DZA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,41.9811325073242,45.2830200195312
Algeria,DZA,Control of Corruption: Standard Error,CC.STD.ERR,0.176986530423164,0.172193735837936
Algeria,DZA,Government Effectiveness: Estimate,GE.EST,-0.51349949836731,-0.670135140419006
Algeria,DZA,Government Effectiveness: Number of Sources,GE.NO.SRC,6,7
Algeria,DZA,Government Effectiveness: Percentile Rank,GE.PER.RNK,32.5471687316895,27.3584899902344
Algeria,DZA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,15.0943393707275,13.2075471878052
Algeria,DZA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,48.113208770752,40.0943412780762
Algeria,DZA,Government Effectiveness: Standard Error,GE.STD.ERR,0.24873486161232,0.240966260433197
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.650652348995209,-0.577885270118713
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,6,6
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,22.6415100097656,23.222749710083
Algeria,DZA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,13.2075471878052,14.2180099487305
Algeria,DZA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,35.8490562438965,39.8104248046875
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.233049780130386,0.227244794368744
Algeria,DZA,Regulatory Quality: Estimate,RQ.EST,-1.06357324123383,-0.948087155818939
Algeria,DZA,Regulatory Quality: Number of Sources,RQ.NO.SRC,6,7
Algeria,DZA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,14.1509437561035,16.0377349853516
Algeria,DZA,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,6.13207530975342,8.96226406097412
Algeria,DZA,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,25.943395614624,30.6603775024414
Algeria,DZA,Regulatory Quality: Standard Error,RQ.STD.ERR,0.228334546089172,0.225275650620461
Algeria,DZA,Rule of Law: Estimate,RL.EST,-0.833259999752045,-0.678364396095276
Algeria,DZA,Rule of Law: Number of Sources,RL.NO.SRC,9,10
Algeria,DZA,Rule of Law: Percentile Rank,RL.PER.RNK,22.1698112487793,26.4150943756104
Algeria,DZA,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,13.2075471878052,19.3396224975586
Algeria,DZA,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,32.5471687316895,37.7358474731445
Algeria,DZA,Rule of Law: Standard Error,RL.STD.ERR,0.172755435109138,0.168095871806145
Algeria,DZA,Voice and Accountability: Estimate,VA.EST,-1.01191890239716,-0.979883790016174
Algeria,DZA,Voice and Accountability: Number of Sources,VA.NO.SRC,10,10
Algeria,DZA,Voice and Accountability: Percentile Rank,VA.PER.RNK,21.7391300201416,22.0588226318359
Algeria,DZA,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,15.4589376449585,16.1764698028564
Algeria,DZA,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,25.6038646697998,25.9803924560547
Algeria,DZA,Voice and Accountability: Standard Error,VA.STD.ERR,0.121153272688389,0.118870593607426
American Samoa,ASM,Control of Corruption: Estimate,CC.EST,1.27027237415314,1.25135612487793
American Samoa,ASM,Control of Corruption: Number of Sources,CC.NO.SRC,1,1
American Samoa,ASM,Control of Corruption: Percentile Rank,CC.PER.RNK,88.6792449951172,87.7358474731445
American Samoa,ASM,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,68.3962249755859,65.5660400390625
American Samoa,ASM,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,97.1698150634766,96.698112487793
American Samoa,ASM,Control of Corruption: Standard Error,CC.STD.ERR,0.463798433542252,0.46119099855423
American Samoa,ASM,Government Effectiveness: Estimate,GE.EST,0.66762912273407,0.654167771339417
American Samoa,ASM,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1
American Samoa,ASM,Government Effectiveness: Percentile Rank,GE.PER.RNK,74.5283050537109,73.1132049560547
American Samoa,ASM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,46.698112487793,43.3962249755859
American Samoa,ASM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,91.0377349853516,91.5094375610352
American Samoa,ASM,Government Effectiveness: Standard Error,GE.STD.ERR,0.479059517383575,0.512995004653931
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.12317395210266,1.11422121524811
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,1,1
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,91.0377349853516,91.9431304931641
American Samoa,ASM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,59.9056587219238,60.6635055541992
American Samoa,ASM,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,100,100
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.402260720729828,0.398108959197998
American Samoa,ASM,Regulatory Quality: Estimate,RQ.EST,0.545899748802185,0.512013554573059
American Samoa,ASM,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1
American Samoa,ASM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,70.7547149658203,68.3962249755859
American Samoa,ASM,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,43.3962249755859,42.4528312683105
American Samoa,ASM,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,88.2075500488281,87.2641525268555
American Samoa,ASM,Regulatory Quality: Standard Error,RQ.STD.ERR,0.473354339599609,0.48214453458786
American Samoa,ASM,Rule of Law: Estimate,RL.EST,1.22111594676971,1.21249115467072
American Samoa,ASM,Rule of Law: Number of Sources,RL.NO.SRC,1,1
American Samoa,ASM,Rule of Law: Percentile Rank,RL.PER.RNK,86.3207550048828,85.3773574829102
American Samoa,ASM,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,66.0377349853516,65.0943374633789
American Samoa,ASM,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,100,99.5283050537109
American Samoa,ASM,Rule of Law: Standard Error,RL.STD.ERR,0.458244681358337,0.456088840961456
American Samoa,ASM,Voice and Accountability: Estimate,VA.EST,0.952084183692932,..
American Samoa,ASM,Voice and Accountability: Number of Sources,VA.NO.SRC,1,..
American Samoa,ASM,Voice and Accountability: Percentile Rank,VA.PER.RNK,77.2946853637695,..
American Samoa,ASM,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,50.7246360778809,..
American Samoa,ASM,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,100,..
American Samoa,ASM,Voice and Accountability: Standard Error,VA.STD.ERR,0.526035964488983,..
Andorra,AND,Control of Corruption: Estimate,CC.EST,1.27027237415314,1.25135612487793
Andorra,AND,Control of Corruption: Number of Sources,CC.NO.SRC,1,1
Andorra,AND,Control of Corruption: Percentile Rank,CC.PER.RNK,88.6792449951172,87.7358474731445
Andorra,AND,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,68.3962249755859,65.5660400390625
Andorra,AND,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,97.1698150634766,96.698112487793
Andorra,AND,Control of Corruption: Standard Error,CC.STD.ERR,0.463798433542252,0.46119099855423
Andorra,AND,Government Effectiveness: Estimate,GE.EST,1.49526071548462,1.4754387140274
Andorra,AND,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1
Andorra,AND,Government Effectiveness: Percentile Rank,GE.PER.RNK,92.4528274536133,91.0377349853516
Andorra,AND,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,75,70.7547149658203
Andorra,AND,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,100,99.5283050537109
Andorra,AND,Government Effectiveness: Standard Error,GE.STD.ERR,0.479059517383575,0.512995004653931
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.58598840236664,1.58346593379974
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,3,3
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,98.5849075317383,98.5782012939453
Andorra,AND,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,91.0377349853516,91.9431304931641
Andorra,AND,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,100,100
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.277791261672974,0.278450012207031
Andorra,AND,Regulatory Quality: Estimate,RQ.EST,1.39833402633667,1.35054576396942
Andorra,AND,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1
Andorra,AND,Regulatory Quality: Percentile Rank,RQ.PER.RNK,90.0943374633789,89.6226425170898
Andorra,AND,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,72.1698150634766,70.2830200195312
Andorra,AND,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,99.5283050537109,99.5283050537109
Andorra,AND,Regulatory Quality: Standard Error,RQ.STD.ERR,0.473354339599609,0.48214453458786
Andorra,AND,Rule of Law: Estimate,RL.EST,1.48548305034637,1.47689890861511
Andorra,AND,Rule of Law: Number of Sources,RL.NO.SRC,1,1
Andorra,AND,Rule of Law: Percentile Rank,RL.PER.RNK,90.5660400390625,91.5094375610352
Andorra,AND,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,75,76.4150924682617
Andorra,AND,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,100,100
Andorra,AND,Rule of Law: Standard Error,RL.STD.ERR,0.458244681358337,0.456088840961456
Andorra,AND,Voice and Accountability: Estimate,VA.EST,1.10678911209106,0.996939778327942
Andorra,AND,Voice and Accountability: Number of Sources,VA.NO.SRC,2,2
Andorra,AND,Voice and Accountability: Percentile Rank,VA.PER.RNK,85.9903411865234,78.9215698242188
Andorra,AND,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,68.1159439086914,64.7058792114258
Andorra,AND,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,96.1352691650391,93.6274490356445
Andorra,AND,Voice and Accountability: Standard Error,VA.STD.ERR,0.255504548549652,0.266233205795288
Angola,AGO,Control of Corruption: Estimate,CC.EST,-0.612375736236572,-0.60992020368576
Angola,AGO,Control of Corruption: Number of Sources,CC.NO.SRC,10,10
Angola,AGO,Control of Corruption: Percentile Rank,CC.PER.RNK,30.1886787414551,29.2452831268311
Angola,AGO,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,20.7547168731689,20.7547168731689
Angola,AGO,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,41.9811325073242,42.4528312683105
Angola,AGO,Control of Corruption: Standard Error,CC.STD.ERR,0.160705998539925,0.162944823503494
Angola,AGO,Government Effectiveness: Estimate,GE.EST,-1.02603423595428,-1.00890958309174
Angola,AGO,Government Effectiveness: Number of Sources,GE.NO.SRC,8,8
Angola,AGO,Government Effectiveness: Percentile Rank,GE.PER.RNK,14.1509437561035,14.6226415634155
Angola,AGO,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,8.49056625366211,8.01886749267578
Angola,AGO,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,27.3584899902344,29.2452831268311
Angola,AGO,Government Effectiveness: Standard Error,GE.STD.ERR,0.231244474649429,0.238512262701988
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.630108535289764,-0.34150505065918
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,7,7
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,23.1132068634033,32.2274894714355
Angola,AGO,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,14.1509437561035,19.9052124023438
Angola,AGO,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,35.8490562438965,46.445499420166
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.219539359211922,0.211780950427055
Angola,AGO,Regulatory Quality: Estimate,RQ.EST,-0.606698572635651,-0.761388182640076
Angola,AGO,Regulatory Quality: Number of Sources,RQ.NO.SRC,8,8
Angola,AGO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,29.7169818878174,22.6415100097656
Angola,AGO,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,16.5094337463379,12.7358493804932
Angola,AGO,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,42.4528312683105,36.3207550048828
Angola,AGO,Regulatory Quality: Standard Error,RQ.STD.ERR,0.20897077023983,0.20820315182209
Angola,AGO,Rule of Law: Estimate,RL.EST,-1.02203571796417,-1.09906601905823
Angola,AGO,Rule of Law: Number of Sources,RL.NO.SRC,11,11
Angola,AGO,Rule of Law: Percentile Rank,RL.PER.RNK,16.5094337463379,14.6226415634155
Angola,AGO,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval",RL.PER.RNK.LOWER,9.43396186828613,7.07547187805176
Angola,AGO,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",RL.PER.RNK.UPPER,23.5849056243896,23.1132068634033
Angola,AGO,Rule of Law: Standard Error,RL.STD.ERR,0.16484098136425,0.165541425347328
Angola,AGO,Voice and Accountability: Estimate,VA.EST,-0.807577967643738,-0.737252414226532
Angola,AGO,Voice and Accountability: Number of Sources,VA.NO.SRC,13,13
Angola,AGO,Voice and Accountability: Percentile Rank,VA.PER.RNK,26.0869560241699,27.9411773681641
Angola,AGO,"Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval",VA.PER.RNK.LOWER,21.7391300201416,23.529411315918
Angola,AGO,"Voice and Accountability: Percentile Rank, Upper Bound of 90% Confidence Interval",VA.PER.RNK.UPPER,31.4009666442871,32.3529396057129
Angola,AGO,Voice and Accountability: Standard Error,VA.STD.ERR,0.118464939296246,0.116679638624191
Anguilla,AIA,Control of Corruption: Estimate,CC.EST,1.27027237415314,1.25135612487793
Anguilla,AIA,Control of Corruption: Number of Sources,CC.NO.SRC,1,1
Anguilla,AIA,Control of Corruption: Percentile Rank,CC.PER.RNK,88.6792449951172,87.7358474731445
Anguilla,AIA,"Control of Corruption: Percentile Rank, Lower Bound of 90% Confidence Interval",CC.PER.RNK.LOWER,68.3962249755859,65.5660400390625
Anguilla,AIA,"Control of Corruption: Percentile Rank, Upper Bound of 90% Confidence Interval",CC.PER.RNK.UPPER,97.1698150634766,96.698112487793
Anguilla,AIA,Control of Corruption: Standard Error,CC.STD.ERR,0.463798433542252,0.46119099855423
Anguilla,AIA,Government Effectiveness: Estimate,GE.EST,1.21938359737396,1.20168173313141
Anguilla,AIA,Government Effectiveness: Number of Sources,GE.NO.SRC,1,1
Anguilla,AIA,Government Effectiveness: Percentile Rank,GE.PER.RNK,84.4339599609375,87.2641525268555
Anguilla,AIA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,65.5660400390625,62.2641525268555
Anguilla,AIA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,98.5849075317383,99.0566024780273
Anguilla,AIA,Government Effectiveness: Standard Error,GE.STD.ERR,0.479059517383575,0.512995004653931
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.12317395210266,1.11422121524811
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,1,1
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,91.0377349853516,91.9431304931641
Anguilla,AIA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Lower Bound of 90% Confidence Interval",PV.PER.RNK.LOWER,59.9056587219238,60.6635055541992
Anguilla,AIA,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval",PV.PER.RNK.UPPER,100,100
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,0.402260720729828,0.398108959197998
Anguilla,AIA,Regulatory Quality: Estimate,RQ.EST,0.972116887569427,0.931279718875885
Anguilla,AIA,Regulatory Quality: Number of Sources,RQ.NO.SRC,1,1
Anguilla,AIA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,80.1886825561523,79.2452850341797
Anguilla,AIA,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval",RQ.PER.RNK.LOWER,58.9622650146484,56.6037750244141
Anguilla,AIA,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval",RQ.PER.RNK.UPPER,96.698112487793,95.2830200195312
Anguilla,AIA,Regulatory Quality: Standard Error,RQ.STD.ERR,0.473354339599609,0.48214453458786
Anguilla,AIA,Rule of Law: Estimate,RL.EST,0.428014487028122,0.683675646781921
Anguilla,AIA,Rule of Law: Number of Sources,RL.NO.SRC,1,1
